,Activity,org:resource,start:timestamp,Complete Timestamp,lifecycle:transition,queue,event_nr,month,hour,timesincecasestart,timesincelastevent,timesincemidnight,weekday,Case ID,case:label,case:amount
40,W_Call_after_offer,A,2022-01-01 20:24:12+00:00,2022-01-01 20:44:36+00:00,complete,0,29,1,20,766.8,22.116666666666667,1224.2,6,1,deviant,36000.0
41,W_Call_after_offer,A,2022-01-01 21:19:47+00:00,2022-01-01 21:32:01+00:00,complete,1,30,1,21,822.3833333333333,55.583333333333336,1279.7833333333333,6,1,deviant,36000.0
42,O_SENT_BACK,C,2022-01-01 21:32:02+00:00,2022-01-01 22:19:26+00:00,complete,0,31,1,21,834.6333333333333,12.25,1292.0333333333333,6,1,deviant,36000.0
43,W_Assess_application,A,2022-01-01 22:19:27+00:00,2022-01-01 22:54:49+00:00,complete,0,32,1,22,882.05,47.416666666666664,1339.45,6,1,deviant,36000.0
44,W_Call_missing_information,A,2022-01-01 23:06:51+00:00,2022-01-01 23:20:21+00:00,complete,1,33,1,23,929.45,47.4,1386.85,6,1,deviant,36000.0
45,O_ACCEPTED,C,2022-01-01 23:39:26+00:00,2022-01-02 01:09:09+00:00,complete,2,34,1,23,962.0333333333333,32.583333333333336,1419.4333333333334,6,1,deviant,36000.0
46,A_APPROVED,D,2022-01-02 01:09:10+00:00,2022-01-02 02:25:44+00:00,complete,0,35,1,1,1051.7666666666667,89.73333333333333,69.16666666666667,7,1,deviant,36000.0
47,A_REGISTERED,D,2022-01-02 02:47:45+00:00,2022-01-02 03:30:09+00:00,complete,1,36,1,2,1150.35,98.58333333333333,167.75,7,1,deviant,36000.0
48,A_ACTIVATED,D,2022-01-02 03:30:10+00:00,2022-01-02 04:01:59+00:00,complete,0,37,1,3,1192.7666666666667,42.416666666666664,210.16666666666666,7,1,deviant,36000.0
49,A_SUBMITTED,E,2022-01-02 08:42:46+00:00,2022-01-02 09:23:20+00:00,complete,0,0,1,8,0.0,0.0,522.7666666666667,7,10,deviant,3000.0
50,A_PARTLYSUBMITTED,E,2022-01-02 09:23:21+00:00,2022-01-02 09:53:11+00:00,complete,0,1,1,9,40.583333333333336,40.583333333333336,563.35,7,10,deviant,3000.0
51,W_Assess_fraud,A,2022-01-02 10:14:36+00:00,2022-01-02 10:51:06+00:00,complete,1,2,1,10,91.83333333333333,51.25,614.6,7,10,deviant,3000.0
52,A_PREACCEPTED,E,2022-01-02 10:51:07+00:00,2022-01-02 11:18:50+00:00,complete,0,3,1,10,128.35,36.516666666666666,651.1166666666667,7,10,deviant,3000.0
53,W_Complete_preaccepted_appl,A,2022-01-02 11:24:55+00:00,2022-01-02 12:54:38+00:00,complete,1,4,1,11,162.15,33.8,684.9166666666666,7,10,deviant,3000.0
54,W_Complete_preaccepted_appl,A,2022-01-02 14:01:24+00:00,2022-01-02 14:15:07+00:00,complete,4,5,1,14,318.6333333333333,156.48333333333332,841.4,7,10,deviant,3000.0
55,A_ACCEPTED,E,2022-01-02 14:15:08+00:00,2022-01-02 14:35:45+00:00,complete,0,6,1,14,332.3666666666667,13.733333333333333,855.1333333333333,7,10,deviant,3000.0
56,A_FINALIZED,D,2022-01-02 14:42:37+00:00,2022-01-02 15:10:27+00:00,complete,1,7,1,14,359.85,27.483333333333334,882.6166666666667,7,10,deviant,3000.0
57,O_SELECTED,C,2022-01-02 15:10:28+00:00,2022-01-02 15:10:46+00:00,complete,0,8,1,15,387.7,27.85,910.4666666666667,7,10,deviant,3000.0
58,O_CREATED,C,2022-01-02 15:10:47+00:00,2022-01-02 15:17:50+00:00,complete,0,9,1,15,388.01666666666665,0.31666666666666665,910.7833333333333,7,10,deviant,3000.0
59,O_SENT,C,2022-01-02 15:17:51+00:00,2022-01-02 15:49:25+00:00,complete,0,10,1,15,395.0833333333333,7.066666666666666,917.85,7,10,deviant,3000.0
60,O_SELECTED,C,2022-01-02 15:49:26+00:00,2022-01-02 16:02:46+00:00,complete,0,11,1,15,426.6666666666667,31.583333333333332,949.4333333333333,7,10,deviant,3000.0
61,O_CREATED,C,2022-01-02 16:02:47+00:00,2022-01-02 16:07:21+00:00,complete,0,12,1,16,440.01666666666665,13.35,962.7833333333333,7,10,deviant,3000.0
62,O_SENT,C,2022-01-02 16:07:22+00:00,2022-01-02 16:07:52+00:00,complete,0,13,1,16,444.6,4.583333333333333,967.3666666666667,7,10,deviant,3000.0
63,W_Call_after_offer,A,2022-01-02 17:54:14+00:00,2022-01-02 18:24:03+00:00,complete,5,14,1,17,551.4666666666667,106.86666666666666,1074.2333333333333,7,10,deviant,3000.0
64,O_SENT_BACK,C,2022-01-02 18:45:25+00:00,2022-01-02 18:57:55+00:00,complete,1,15,1,18,602.65,51.18333333333333,1125.4166666666667,7,10,deviant,3000.0
65,W_Assess_application,A,2022-01-02 20:39:35+00:00,2022-01-02 20:50:34+00:00,complete,4,16,1,20,716.8166666666667,114.16666666666667,1239.5833333333333,7,10,deviant,3000.0
66,W_Call_missing_information,A,2022-01-02 22:21:14+00:00,2022-01-02 22:36:23+00:00,complete,3,17,1,22,818.4666666666667,101.65,1341.2333333333333,7,10,deviant,3000.0
67,W_Call_missing_information,A,2022-01-02 23:51:36+00:00,2022-01-03 00:17:46+00:00,complete,4,18,1,23,908.8333333333334,90.36666666666666,1431.6,7,10,deviant,3000.0
68,W_Call_missing_information,A,2022-01-03 00:55:56+00:00,2022-01-03 01:09:01+00:00,complete,5,19,1,0,973.1666666666666,64.33333333333333,55.93333333333333,1,10,deviant,3000.0
69,W_Call_missing_information,A,2022-01-03 01:10:40+00:00,2022-01-03 01:20:30+00:00,complete,1,20,1,1,987.9,14.733333333333333,70.66666666666667,1,10,deviant,3000.0
70,W_Call_missing_information,A,2022-01-03 01:50:45+00:00,2022-01-03 02:05:54+00:00,complete,1,21,1,1,1027.9833333333333,40.083333333333336,110.75,1,10,deviant,3000.0
71,O_ACCEPTED,C,2022-01-03 02:06:08+00:00,2022-01-03 03:05:20+00:00,complete,1,22,1,2,1043.3666666666666,15.383333333333333,126.13333333333334,1,10,deviant,3000.0
72,A_APPROVED,D,2022-01-03 03:12:50+00:00,2022-01-03 03:37:00+00:00,complete,2,23,1,3,1110.0666666666666,66.7,192.83333333333334,1,10,deviant,3000.0
73,A_REGISTERED,D,2022-01-03 03:37:01+00:00,2022-01-03 04:23:59+00:00,complete,0,24,1,3,1134.25,24.183333333333334,217.01666666666668,1,10,deviant,3000.0
74,A_ACTIVATED,E,2022-01-03 04:24:50+00:00,2022-01-03 05:50:05+00:00,complete,1,25,1,4,1182.0666666666666,47.81666666666667,264.8333333333333,1,10,deviant,3000.0
75,A_SUBMITTED,E,2022-01-12 19:27:27+00:00,2022-01-12 20:23:03+00:00,complete,0,0,1,19,0.0,0.0,1167.45,3,100,deviant,6000.0
76,A_PARTLYSUBMITTED,E,2022-01-12 20:23:04+00:00,2022-01-12 21:28:42+00:00,complete,0,1,1,20,55.61666666666667,55.61666666666667,1223.0666666666666,3,100,deviant,6000.0
77,W_Assess_fraud,A,2022-01-13 04:50:15+00:00,2022-01-13 04:52:56+00:00,complete,21,2,1,4,562.8,507.18333333333334,290.25,4,100,deviant,6000.0
78,A_PREACCEPTED,D,2022-01-13 05:00:18+00:00,2022-01-13 05:53:11+00:00,complete,2,3,1,5,572.85,10.05,300.3,4,100,deviant,6000.0
79,W_Complete_preaccepted_appl,A,2022-01-13 14:10:56+00:00,2022-01-13 14:53:22+00:00,complete,23,4,1,14,1123.4833333333333,550.6333333333333,850.9333333333333,4,100,deviant,6000.0
80,W_Complete_preaccepted_appl,A,2022-01-13 22:31:18+00:00,2022-01-13 22:54:55+00:00,complete,27,5,1,22,1623.85,500.3666666666667,1351.3,4,100,deviant,6000.0
81,A_ACCEPTED,E,2022-01-13 23:15:41+00:00,2022-01-13 23:25:14+00:00,complete,3,6,1,23,1668.2333333333333,44.38333333333333,1395.6833333333334,4,100,deviant,6000.0
82,A_FINALIZED,D,2022-01-13 23:48:14+00:00,2022-01-14 00:32:54+00:00,complete,2,7,1,23,1700.7833333333333,32.55,1428.2333333333333,4,100,deviant,6000.0
83,O_SELECTED,C,2022-01-14 00:32:55+00:00,2022-01-14 00:35:32+00:00,complete,0,8,1,0,1745.4666666666667,44.68333333333333,32.916666666666664,5,100,deviant,6000.0
84,O_CREATED,C,2022-01-14 00:35:33+00:00,2022-01-14 01:01:06+00:00,complete,0,9,1,0,1748.1,2.6333333333333333,35.55,5,100,deviant,6000.0
85,O_SENT,C,2022-01-14 01:01:07+00:00,2022-01-14 01:59:53+00:00,complete,0,10,1,1,1773.6666666666667,25.566666666666666,61.11666666666667,5,100,deviant,6000.0
86,O_SENT_BACK,C,2022-01-14 02:33:27+00:00,2022-01-14 02:35:03+00:00,complete,2,11,1,2,1866.0,92.33333333333333,153.45,5,100,deviant,6000.0
87,W_Assess_application,A,2022-01-14 10:01:12+00:00,2022-01-14 10:20:12+00:00,complete,26,12,1,10,2313.75,447.75,601.2,5,100,deviant,6000.0
88,W_Assess_application,A,2022-01-14 16:03:50+00:00,2022-01-14 16:26:09+00:00,complete,23,13,1,16,2676.383333333333,362.6333333333333,963.8333333333334,5,100,deviant,6000.0
89,W_Call_missing_information,A,2022-01-14 23:24:04+00:00,2022-01-14 23:36:49+00:00,complete,18,14,1,23,3116.616666666667,440.23333333333335,1404.0666666666666,5,100,deviant,6000.0
90,W_Call_missing_information,A,2022-01-15 09:03:42+00:00,2022-01-15 09:21:10+00:00,complete,21,15,1,9,3696.25,579.6333333333333,543.7,6,100,deviant,6000.0
91,W_Call_missing_information,A,2022-01-15 17:09:43+00:00,2022-01-15 17:44:09+00:00,complete,19,16,1,17,4182.266666666666,486.01666666666665,1029.7166666666667,6,100,deviant,6000.0
92,W_Call_missing_information,A,2022-01-16 03:07:35+00:00,2022-01-16 04:09:10+00:00,complete,20,17,1,3,4780.133333333333,597.8666666666667,187.58333333333334,7,100,deviant,6000.0
93,O_ACCEPTED,C,2022-01-16 04:09:11+00:00,2022-01-16 04:51:26+00:00,complete,0,18,1,4,4841.733333333334,61.6,249.18333333333334,7,100,deviant,6000.0
94,A_APPROVED,D,2022-01-16 04:51:27+00:00,2022-01-16 06:07:26+00:00,complete,0,19,1,4,4884.0,42.266666666666666,291.45,7,100,deviant,6000.0
95,A_REGISTERED,E,2022-01-16 07:24:20+00:00,2022-01-16 07:53:22+00:00,complete,2,20,1,7,5036.883333333333,152.88333333333333,444.3333333333333,7,100,deviant,6000.0
96,A_ACTIVATED,E,2022-01-16 08:00:56+00:00,2022-01-16 09:11:36+00:00,complete,1,21,1,8,5073.483333333334,36.6,480.93333333333334,7,100,deviant,6000.0
97,A_SUBMITTED,D,2022-04-26 21:18:08+00:00,2022-04-26 22:36:48+00:00,complete,0,0,4,21,0.0,0.0,1278.1333333333334,2,1000,regular,31000.0
98,A_PARTLYSUBMITTED,E,2022-04-26 22:46:46+00:00,2022-04-26 23:04:49+00:00,complete,1,1,4,22,88.63333333333334,88.63333333333334,1366.7666666666667,2,1000,regular,31000.0
99,W_Assess_fraud,A,2022-04-29 15:38:49+00:00,2022-04-29 15:39:17+00:00,complete,179,2,4,15,3980.6833333333334,3892.05,938.8166666666667,5,1000,regular,31000.0
100,A_PREACCEPTED,E,2022-04-29 15:39:18+00:00,2022-04-29 16:34:48+00:00,complete,0,3,4,15,3981.1666666666665,0.48333333333333334,939.3,5,1000,regular,31000.0
101,W_Complete_preaccepted_appl,A,2022-05-02 15:19:50+00:00,2022-05-02 16:20:52+00:00,complete,182,4,5,15,8281.7,4300.533333333334,919.8333333333334,1,1000,regular,31000.0
102,W_Complete_preaccepted_appl,A,2022-05-05 09:25:48+00:00,2022-05-05 09:38:47+00:00,complete,187,5,5,9,12247.666666666666,3965.9666666666667,565.8,4,1000,regular,31000.0
103,W_Complete_preaccepted_appl,A,2022-05-08 04:20:05+00:00,2022-05-08 04:35:36+00:00,complete,179,6,5,4,16261.95,4014.2833333333333,260.0833333333333,7,1000,regular,31000.0
104,A_ACCEPTED,E,2022-05-08 04:52:39+00:00,2022-05-08 05:05:28+00:00,complete,2,7,5,4,16294.516666666666,32.56666666666667,292.65,7,1000,regular,31000.0
105,A_FINALIZED,E,2022-05-08 05:36:31+00:00,2022-05-08 06:14:25+00:00,complete,1,8,5,5,16338.383333333333,43.86666666666667,336.51666666666665,7,1000,regular,31000.0
106,O_SELECTED,C,2022-05-08 11:50:09+00:00,2022-05-08 12:27:06+00:00,complete,12,9,5,11,16712.016666666666,373.6333333333333,710.15,7,1000,regular,31000.0
107,O_CREATED,C,2022-05-08 19:14:32+00:00,2022-05-08 19:20:25+00:00,complete,15,10,5,19,17156.4,444.3833333333333,1154.5333333333333,7,1000,regular,31000.0
108,O_SENT,C,2022-05-09 09:10:11+00:00,2022-05-09 10:20:46+00:00,complete,16,11,5,9,17992.05,835.65,550.1833333333333,1,1000,regular,31000.0
109,O_SELECTED,C,2022-05-09 15:11:10+00:00,2022-05-09 16:03:23+00:00,complete,17,12,5,15,18353.033333333333,360.98333333333335,911.1666666666666,1,1000,regular,31000.0
110,O_CREATED,C,2022-05-10 03:14:27+00:00,2022-05-10 03:15:37+00:00,complete,19,13,5,3,19076.316666666666,723.2833333333333,194.45,2,1000,regular,31000.0
111,O_SENT,C,2022-05-10 12:20:20+00:00,2022-05-10 12:37:02+00:00,complete,18,14,5,12,19622.2,545.8833333333333,740.3333333333334,2,1000,regular,31000.0
112,W_Call_after_offer,A,2022-05-13 01:13:22+00:00,2022-05-13 01:47:01+00:00,complete,182,15,5,1,23275.233333333334,3653.0333333333333,73.36666666666666,5,1000,regular,31000.0
113,W_Call_after_offer,A,2022-05-15 21:43:40+00:00,2022-05-15 22:00:08+00:00,complete,195,16,5,21,27385.533333333333,4110.3,1303.6666666666667,7,1000,regular,31000.0
114,W_Call_after_offer,A,2022-05-18 16:13:35+00:00,2022-05-18 16:30:29+00:00,complete,203,17,5,16,31375.45,3989.9166666666665,973.5833333333334,3,1000,regular,31000.0
115,A_DECLINED,D,2022-05-18 16:30:30+00:00,2022-05-18 17:09:45+00:00,complete,0,18,5,16,31392.366666666665,16.916666666666668,990.5,3,1000,regular,31000.0
116,A_SUBMITTED,E,2022-04-26 23:58:27+00:00,2022-04-27 01:03:24+00:00,complete,0,0,4,23,0.0,0.0,1438.45,2,1001,regular,10000.0
117,A_PARTLYSUBMITTED,D,2022-04-27 01:03:25+00:00,2022-04-27 01:34:10+00:00,complete,0,1,4,1,64.96666666666667,64.96666666666667,63.416666666666664,3,1001,regular,10000.0
118,W_Assess_fraud,A,2022-04-29 19:59:55+00:00,2022-04-29 20:22:34+00:00,complete,181,2,4,19,4081.4666666666667,4016.5,1199.9166666666667,5,1001,regular,10000.0
119,A_PREACCEPTED,D,2022-04-29 20:22:35+00:00,2022-04-29 21:03:47+00:00,complete,0,3,4,20,4104.133333333333,22.666666666666668,1222.5833333333333,5,1001,regular,10000.0
120,W_Complete_preaccepted_appl,A,2022-05-02 18:53:01+00:00,2022-05-02 18:58:40+00:00,complete,181,4,5,18,8334.566666666668,4230.433333333333,1133.0166666666667,1,1001,regular,10000.0
121,W_Complete_preaccepted_appl,A,2022-05-05 11:12:15+00:00,2022-05-05 11:19:21+00:00,complete,184,5,5,11,12193.8,3859.233333333333,672.25,4,1001,regular,10000.0
122,A_DECLINED,D,2022-05-05 11:23:57+00:00,2022-05-05 11:32:13+00:00,complete,1,6,5,11,12205.5,11.7,683.95,4,1001,regular,10000.0
123,A_SUBMITTED,E,2022-04-27 02:46:37+00:00,2022-04-27 02:54:43+00:00,complete,0,0,4,2,0.0,0.0,166.61666666666667,3,1002,regular,24000.0
124,A_PARTLYSUBMITTED,D,2022-04-27 02:54:44+00:00,2022-04-27 03:17:44+00:00,complete,0,1,4,2,8.116666666666667,8.116666666666667,174.73333333333332,3,1002,regular,24000.0
125,W_Assess_fraud,A,2022-04-29 21:38:11+00:00,2022-04-29 22:11:15+00:00,complete,182,2,4,21,4011.5666666666666,4003.45,1298.1833333333334,5,1002,regular,24000.0
126,A_PREACCEPTED,E,2022-04-29 22:12:33+00:00,2022-04-29 23:19:42+00:00,complete,1,3,4,22,4045.9333333333334,34.36666666666667,1332.55,5,1002,regular,24000.0
127,W_Complete_preaccepted_appl,A,2022-05-02 19:49:32+00:00,2022-05-02 20:05:46+00:00,complete,177,4,5,19,8222.916666666666,4176.983333333334,1189.5333333333333,1,1002,regular,24000.0
128,W_Complete_preaccepted_appl,A,2022-05-05 12:09:36+00:00,2022-05-05 12:28:46+00:00,complete,184,5,5,12,12082.983333333334,3860.0666666666666,729.6,4,1002,regular,24000.0
129,A_ACCEPTED,E,2022-05-05 12:28:47+00:00,2022-05-05 12:41:25+00:00,complete,0,6,5,12,12102.166666666666,19.183333333333334,748.7833333333333,4,1002,regular,24000.0
130,A_FINALIZED,E,2022-05-05 12:41:26+00:00,2022-05-05 12:41:33+00:00,complete,0,7,5,12,12114.816666666668,12.65,761.4333333333333,4,1002,regular,24000.0
131,O_SELECTED,C,2022-05-05 20:41:25+00:00,2022-05-05 20:49:01+00:00,complete,5,8,5,20,12594.8,479.98333333333335,1241.4166666666667,4,1002,regular,24000.0
132,O_CREATED,C,2022-05-06 01:40:53+00:00,2022-05-06 01:43:29+00:00,complete,9,9,5,1,12894.266666666666,299.46666666666664,100.88333333333334,5,1002,regular,24000.0
133,O_SENT,C,2022-05-06 05:02:49+00:00,2022-05-06 05:34:18+00:00,complete,8,10,5,5,13096.2,201.93333333333334,302.81666666666666,5,1002,regular,24000.0
134,W_Call_after_offer,A,2022-05-08 22:42:30+00:00,2022-05-08 23:10:30+00:00,complete,184,11,5,22,17035.883333333335,3939.6833333333334,1362.5,7,1002,regular,24000.0
135,A_DECLINED,D,2022-05-08 23:10:31+00:00,2022-05-09 00:06:58+00:00,complete,0,12,5,23,17063.9,28.016666666666666,1390.5166666666667,7,1002,regular,24000.0
136,A_SUBMITTED,E,2022-04-27 05:57:46+00:00,2022-04-27 06:17:42+00:00,complete,1,0,4,5,0.0,0.0,357.76666666666665,3,1003,regular,12000.0
137,A_PARTLYSUBMITTED,D,2022-04-27 06:41:50+00:00,2022-04-27 07:01:39+00:00,complete,1,1,4,6,44.06666666666667,44.06666666666667,401.8333333333333,3,1003,regular,12000.0
138,W_Fix_incomplete_submission,A,2022-04-30 00:41:29+00:00,2022-04-30 00:52:59+00:00,complete,181,2,4,0,4003.7166666666667,3959.65,41.483333333333334,6,1003,regular,12000.0
139,A_PREACCEPTED,E,2022-04-30 02:05:55+00:00,2022-04-30 02:29:14+00:00,complete,3,3,4,2,4088.15,84.43333333333334,125.91666666666667,6,1003,regular,12000.0
140,W_Complete_preaccepted_appl,A,2022-05-02 21:18:24+00:00,2022-05-02 21:53:14+00:00,complete,178,4,5,21,8120.633333333333,4032.483333333333,1278.4,1,1003,regular,12000.0
141,W_Complete_preaccepted_appl,A,2022-05-05 13:45:05+00:00,2022-05-05 14:21:57+00:00,complete,183,5,5,13,11987.316666666668,3866.6833333333334,825.0833333333334,4,1003,regular,12000.0
142,A_ACCEPTED,E,2022-05-05 14:21:58+00:00,2022-05-05 14:25:43+00:00,complete,0,6,5,14,12024.2,36.88333333333333,861.9666666666667,4,1003,regular,12000.0
143,A_FINALIZED,E,2022-05-05 14:25:44+00:00,2022-05-05 15:05:23+00:00,complete,0,7,5,14,12027.966666666667,3.7666666666666666,865.7333333333333,4,1003,regular,12000.0
144,O_SELECTED,C,2022-05-05 20:59:27+00:00,2022-05-05 21:07:54+00:00,complete,6,8,5,20,12421.683333333332,393.71666666666664,1259.45,4,1003,regular,12000.0
145,O_CREATED,C,2022-05-06 01:43:51+00:00,2022-05-06 02:00:39+00:00,complete,9,9,5,1,12706.083333333334,284.4,103.85,5,1003,regular,12000.0
146,O_SENT,C,2022-05-06 05:45:11+00:00,2022-05-06 06:10:10+00:00,complete,8,10,5,5,12947.416666666666,241.33333333333334,345.18333333333334,5,1003,regular,12000.0
147,W_Call_after_offer,A,2022-05-09 00:06:55+00:00,2022-05-09 00:18:59+00:00,complete,187,11,5,0,16929.15,3981.733333333333,6.916666666666667,1,1003,regular,12000.0
