caseid,task,arrive:timestamp,start:timestamp,time:timestamp,role,open_cases,st_tsk_wip,queue,Qty_Completed,Qty_for_MRB,activity_duration,event_nr,hour,lifecycle:transition,month,timesincecasestart,timesincelastevent,timesincemidnight,weekday,attrib_trace,label
38_CF,Milling,2012-01-02 13:24:22,2012-01-02 13:24:22,2012-01-02 17:05:49,ID4641,24,0,0,1.0,0.0,1.0,1,13,complete,1,804.3666666666667,804.3666666666667,804.3666666666667,221.45,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
5_CF,Grinding Rework,2012-01-02 12:56:45,2012-01-02 15:56:14,2012-01-02 18:31:51,ID4528,23,0.01233616037008481,0,1.0,0.0,1.0,2,15,complete,1,956.2333333333333,732.9666666666667,956.2333333333333,155.61666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
7_CF,Turn & Mill. & Screw Assem,2012-01-02 05:28:46,2012-01-02 16:17:26,2012-01-02 19:28:22,ID4618,17,0,3,1.0,0.0,1.0,1,5,complete,1,328.76666666666665,328.76666666666665,328.76666666666665,190.93333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
14_CF,Turning & Milling,2012-01-02 11:22:03,2012-01-02 16:55:17,2012-01-02 19:32:40,ID4529,22,0.6491904394757132,0,1.0,0.0,1.0,2,14,complete,1,871.2,423.85,871.2,157.38333333333333,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
52_CF,Milling,2012-01-02 16:37:02,2012-01-02 17:05:49,2012-01-02 20:27:49,ID4641,26,0,0,1.0,0.0,1.0,1,16,complete,1,997.0333333333333,997.0333333333333,997.0333333333333,202.0,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
6_CF,Grinding Rework,2012-01-02 16:17:26,2012-01-02 19:19:31,2012-01-02 21:34:08,ID4528,25,0.01233616037008481,0,1.0,0.0,1.0,2,19,complete,1,1159.5166666666667,879.3666666666667,1159.5166666666667,134.61666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
17_CF,Turn & Mill. & Screw Assem,2012-01-02 08:31:22,2012-01-02 19:28:22,2012-01-02 22:30:39,ID4618,20,0,3,1.0,0.0,1.0,1,8,complete,1,511.3666666666667,511.3666666666667,511.3666666666667,182.28333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
11_CF,Turning & Milling,2012-01-02 16:55:17,2012-01-02 20:41:11,2012-01-02 22:31:28,ID4932,26,0.6491904394757132,0,1.0,0.0,1.0,3,20,complete,1,1241.1833333333334,395.3833333333333,1241.1833333333334,110.28333333333333,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
38_CF,Turning & Milling,2012-01-02 17:05:49,2012-01-02 20:14:35,2012-01-02 22:38:04,ID4529,26,0.6491904394757132,0,1.0,0.0,1.0,2,20,complete,1,1214.5833333333333,410.21666666666664,1214.5833333333333,143.48333333333332,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case178,Grinding Rework,2012-01-02 13:27:36,2012-01-02 17:54:11,2012-01-02 23:16:11,ID4872,24,0.01233616037008481,0,2.0,0.0,299.0,4,17,complete,1,1074.1833333333334,322.5833333333333,1074.1833333333334,113.2,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 250.0}",deviant
71_CF,Milling,2012-01-02 19:41:07,2012-01-02 20:27:49,2012-01-02 23:40:27,ID4641,28,0,0,1.0,0.0,1.0,1,19,complete,1,1181.1166666666666,1181.1166666666666,1181.1166666666666,192.63333333333333,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
7_CF,Grinding Rework,2012-01-02 19:28:22,2012-01-02 22:24:27,2012-01-03 00:30:14,ID4528,27,0.01233616037008481,0,1.0,0.0,1.0,2,22,complete,1,1344.45,1015.6833333333333,1344.45,125.78333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
14_CF,Turning & Milling,2012-01-02 19:32:40,2012-01-02 23:21:33,2012-01-03 01:06:09,ID4932,27,0.6491904394757132,0,1.0,0.0,1.0,3,23,complete,1,1401.55,530.35,1401.55,104.6,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case187,Lapping,2012-01-02 22:43:37,2012-01-02 22:43:37,2012-01-03 01:13:37,ID4882,30,0.12336160370084812,0,2.0,0.0,361.0,1,22,complete,1,1363.6166666666666,1363.6166666666666,1363.6166666666666,167.45,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 200.0}",deviant
20_CF,Turn & Mill. & Screw Assem,2012-01-02 09:32:06,2012-01-02 22:30:39,2012-01-03 01:25:15,ID4618,21,0,3,1.0,0.0,1.0,1,9,complete,1,572.1,572.1,572.1,174.6,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
52_CF,Turning & Milling,2012-01-02 20:27:49,2012-01-02 23:34:55,2012-01-03 01:36:00,ID4529,28,0.6491904394757132,0,1.0,0.0,1.0,2,23,complete,1,1414.9166666666667,417.8833333333333,1414.9166666666667,121.08333333333333,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case238,Turning & Milling,2012-01-02 21:06:40,2012-01-02 21:06:40,2012-01-03 03:06:40,ID4794,30,0.6491904394757132,0,54.0,0.0,643.0,1,21,complete,1,1266.6666666666667,1266.6666666666667,1266.6666666666667,172.66666666666666,"{'Part_Desc_': 'Electrical Contact', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 320.0}",regular
17_CF,Grinding Rework,2012-01-02 22:30:39,2012-01-03 01:27:59,2012-01-03 04:19:19,ID4528,29,0.01233616037008481,0,1.0,0.0,1.0,2,1,complete,1,1527.9833333333333,1016.6166666666667,87.98333333333333,171.33333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
71_CF,Turning & Milling,2012-01-02 23:40:27,2012-01-03 02:42:45,2012-01-03 05:11:13,ID4529,30,0.6491904394757132,0,1.0,0.0,1.0,2,2,complete,1,1602.75,421.6333333333333,162.75,148.46666666666667,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
23_CF,Turn & Mill. & Screw Assem,2012-01-02 10:24:15,2012-01-03 01:25:15,2012-01-03 05:12:08,ID4618,22,0,4,1.0,0.0,1.0,1,10,complete,1,624.25,624.25,624.25,226.88333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
8_CF,Turning & Milling,2012-01-03 01:39:51,2012-01-03 01:39:51,2012-01-03 05:20:06,ID4219,32,0.6491904394757132,0,1.0,0.0,120.00000576000001,1,1,complete,1,1539.85,1539.85,99.85,220.25,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case187,Round Grinding,2012-01-03 01:13:37,2012-01-03 04:26:26,2012-01-03 06:50:26,ID4385,31,0.4379336931380108,0,2.0,0.0,361.0,2,4,complete,1,1706.4333333333334,342.81666666666666,266.43333333333334,162.8,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 200.0}",deviant
20_CF,Grinding Rework,2012-01-03 01:25:15,2012-01-03 04:47:56,2012-01-03 07:18:41,ID4528,31,0.01233616037008481,0,1.0,0.0,1.0,2,4,complete,1,1727.9333333333334,1155.8333333333333,287.93333333333334,150.75,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
14_CF,Turning & Milling Q.C.,2012-01-03 01:06:09,2012-01-03 05:53:10,2012-01-03 07:25:37,ID4163,31,0.17424826522744796,0,1.0,0.0,1.0,4,5,complete,1,1793.1666666666667,391.6166666666667,353.1666666666667,92.45,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
28_CF,Turn & Mill. & Screw Assem,2012-01-02 11:38:20,2012-01-03 05:12:08,2012-01-03 08:49:26,ID4618,23,0,5,1.0,0.0,1.0,1,11,complete,1,698.3333333333334,698.3333333333334,698.3333333333334,217.3,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
12_CF,Turning & Milling,2012-01-03 02:44:29,2012-01-03 05:20:06,2012-01-03 09:00:49,ID4219,33,0.6491904394757132,0,1.0,0.0,120.00000576000001,1,2,complete,1,1604.4833333333333,1604.4833333333333,164.48333333333332,220.71666666666667,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case277,Milling,2012-01-03 00:21:10,2012-01-03 01:06:09,2012-01-03 09:36:09,ID4932,32,0,0,1.0,0.0,31.0,1,0,complete,1,1461.1666666666667,1461.1666666666667,21.166666666666668,224.43333333333334,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 3.0}",regular
Case178,Lapping,2012-01-02 23:16:11,2012-01-03 04:43:06,2012-01-03 09:42:06,ID4882,30,0.12336160370084812,0,2.0,0.0,299.0,5,4,complete,1,1723.1,648.9166666666666,283.1,110.21666666666667,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 250.0}",deviant
11_CF,Turning & Milling Q.C.,2012-01-02 22:31:28,2012-01-03 09:00:49,2012-01-03 10:40:01,ID4219,29,0.17424826522744796,0,1.0,0.0,1.0,4,3,complete,1,1646.3333333333333,405.15,206.33333333333334,99.2,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case255,Turning,2012-01-02 23:41:10,2012-01-02 23:41:10,2012-01-03 10:41:10,ID0997,31,0,0,40.0,0.0,59.99999999999999,1,23,complete,1,1421.1666666666667,1421.1666666666667,1421.1666666666667,168.45,"{'Part_Desc_': 'other', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.0}",regular
23_CF,Grinding Rework,2012-01-03 05:12:08,2012-01-03 08:25:51,2012-01-03 11:33:04,ID4528,35,0.01233616037008481,0,1.0,0.0,1.0,2,8,complete,1,1945.85,1321.6,505.85,187.21666666666667,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
38_CF,Turning & Milling,2012-01-02 22:38:04,2012-01-03 09:36:09,2012-01-03 11:35:05,ID4932,29,0.6491904394757132,0,1.0,0.0,1.0,3,2,complete,1,1605.15,390.56666666666666,165.15,118.93333333333334,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
29_CF,Turn & Mill. & Screw Assem,2012-01-02 12:48:23,2012-01-03 08:49:26,2012-01-03 12:17:49,ID4618,23,0,6,1.0,0.0,1.0,1,12,complete,1,768.3833333333333,768.3833333333333,768.3833333333333,208.38333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case238,Turning & Milling,2012-01-03 03:06:40,2012-01-03 06:07:40,2012-01-03 13:07:40,ID4529,33,0.6491904394757132,0,54.0,0.0,643.0,2,6,complete,1,1807.6666666666667,541.0,367.6666666666667,137.55,"{'Part_Desc_': 'Electrical Contact', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 320.0}",regular
52_CF,Turning & Milling,2012-01-03 01:36:00,2012-01-03 11:35:05,2012-01-03 13:26:18,ID4932,31,0.6491904394757132,0,1.0,0.0,1.0,3,5,complete,1,1789.4166666666667,374.5,349.4166666666667,111.21666666666667,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case187,Round Grinding,2012-01-03 06:50:26,2012-01-03 11:11:08,2012-01-03 13:31:08,ID4355,36,0.4379336931380108,0,2.0,0.0,361.0,3,11,complete,1,2111.133333333333,404.7,671.1333333333333,150.48333333333332,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 200.0}",deviant
15_CF,Turning & Milling,2012-01-03 03:29:03,2012-01-03 10:40:01,2012-01-03 13:59:10,ID4219,34,0.6491904394757132,2,1.0,0.0,120.00000576000001,1,3,complete,1,1649.05,1649.05,209.05,199.15,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
Case277,Turning & Milling Q.C.,2012-01-03 09:36:09,2012-01-03 13:05:10,2012-01-03 14:20:10,ID4493,38,0.17424826522744796,0,1.0,0.0,31.0,2,13,complete,1,2225.1666666666665,764.0,785.1666666666666,115.93333333333334,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 3.0}",regular
14_CF,Final Inspection Q.C.,2012-01-03 07:25:37,2012-01-03 13:04:12,2012-01-03 14:38:44,ID0998,36,0.2027756360832691,0,1.0,0.0,1.0,5,13,complete,1,2224.2,431.03333333333336,784.2,94.53333333333333,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
28_CF,Grinding Rework,2012-01-03 08:49:26,2012-01-03 12:02:29,2012-01-03 14:46:33,ID4528,37,0.01233616037008481,0,1.0,0.0,1.0,2,12,complete,1,2162.483333333333,1464.15,722.4833333333333,164.06666666666666,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
71_CF,Turning & Milling,2012-01-03 05:11:13,2012-01-03 13:26:18,2012-01-03 15:34:18,ID4932,35,0.6491904394757132,1,1.0,0.0,1.0,3,9,complete,1,2002.9166666666667,400.1666666666667,562.9166666666666,128.0,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
39_CF,Turn & Mill. & Screw Assem,2012-01-02 14:48:02,2012-01-03 12:17:49,2012-01-03 15:38:06,ID4618,25,0,6,1.0,0.0,1.0,1,14,complete,1,888.0333333333333,888.0333333333333,888.0333333333333,200.28333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
16_CF,Turning & Milling,2012-01-03 04:25:58,2012-01-03 13:59:10,2012-01-03 17:27:51,ID4219,34,0.6491904394757132,3,1.0,0.0,120.00000576000001,1,4,complete,1,1705.9666666666667,1705.9666666666667,265.96666666666664,208.68333333333334,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
11_CF,Final Inspection Q.C.,2012-01-03 10:40:01,2012-01-03 16:18:31,2012-01-03 17:51:58,ID4287,39,0.2027756360832691,0,1.0,0.0,1.0,5,16,complete,1,2418.516666666667,772.1833333333333,978.5166666666667,93.45,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
29_CF,Grinding Rework,2012-01-03 12:17:49,2012-01-03 15:26:05,2012-01-03 18:06:47,ID4528,39,0.01233616037008481,0,1.0,0.0,1.0,2,15,complete,1,2366.0833333333335,1597.7,926.0833333333334,160.7,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
48_CF,Turn & Mill. & Screw Assem,2012-01-02 15:02:18,2012-01-03 15:38:06,2012-01-03 18:50:39,ID4618,26,0,7,1.0,0.0,1.0,1,15,complete,1,902.3,902.3,902.3,192.55,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case238,Turning & Milling,2012-01-03 13:07:40,2012-01-03 17:12:29,2012-01-03 19:12:29,ID4529,39,0.6491904394757132,0,54.0,0.0,643.0,3,17,complete,1,2472.483333333333,664.8166666666667,1032.4833333333333,118.95,"{'Part_Desc_': 'Electrical Contact', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 320.0}",regular
19_CF,Turning & Milling,2012-01-03 05:00:38,2012-01-03 17:27:51,2012-01-03 20:48:34,ID4219,35,0.6491904394757132,4,1.0,0.0,120.00000576000001,1,5,complete,1,1740.6333333333334,1740.6333333333334,300.6333333333333,200.71666666666667,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
39_CF,Grinding Rework,2012-01-03 15:38:06,2012-01-03 18:48:07,2012-01-03 21:17:52,ID4528,40,0.01233616037008481,0,1.0,0.0,1.0,2,18,complete,1,2568.116666666667,1680.0833333333333,1128.1166666666666,149.75,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
61_CF,Turn & Mill. & Screw Assem,2012-01-02 17:42:37,2012-01-03 18:50:39,2012-01-03 21:56:28,ID4618,27,0,7,1.0,0.0,1.0,1,17,complete,1,1062.6166666666666,1062.6166666666666,1062.6166666666666,185.81666666666666,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case277,Lapping,2012-01-03 14:20:10,2012-01-03 21:17:52,2012-01-03 22:11:52,ID4528,39,0.12336160370084812,0,1.0,0.0,31.0,3,18,complete,1,2573.0333333333333,347.8666666666667,1133.0333333333333,107.06666666666666,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 3.0}",regular
14_CF,Flat Grinding,2012-01-03 14:38:44,2012-01-03 20:38:48,2012-01-03 22:19:39,ID4872,39,0.02467232074016962,0,1.0,0.0,1.0,6,20,complete,1,2678.8,454.6,1238.8,100.85,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case178,Lapping,2012-01-03 09:42:06,2012-01-03 15:26:04,2012-01-03 22:33:04,ID0998,38,0.12336160370084812,0,2.0,0.0,299.0,6,15,complete,1,2366.0666666666666,642.9666666666667,926.0666666666667,117.38333333333334,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 250.0}",deviant
27_CF,Turning & Milling,2012-01-03 06:35:48,2012-01-03 20:48:34,2012-01-04 00:10:04,ID4219,36,0.6491904394757132,4,1.0,0.0,120.00000576000001,1,6,complete,1,1835.8,1835.8,395.8,201.5,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
48_CF,Grinding Rework,2012-01-03 18:50:39,2012-01-03 22:11:52,2012-01-04 00:17:56,ID4528,42,0.01233616037008481,0,1.0,0.0,1.0,2,21,complete,1,2758.2833333333333,1855.9833333333333,1318.2833333333333,126.06666666666666,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
62_CF,Turn & Mill. & Screw Assem,2012-01-02 18:11:48,2012-01-03 21:56:28,2012-01-04 00:56:09,ID4618,28,0,8,1.0,0.0,1.0,1,18,complete,1,1091.8,1091.8,1091.8,179.68333333333334,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
11_CF,Flat Grinding,2012-01-03 17:51:58,2012-01-03 23:52:30,2012-01-04 01:33:46,ID4872,42,0.02467232074016962,0,1.0,0.0,1.0,6,23,complete,1,2872.5,453.98333333333335,1432.5,101.26666666666667,"{'Part_Desc_': 'Cutting Wheel', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
61_CF,Grinding Rework,2012-01-03 21:56:28,2012-01-04 00:59:08,2012-01-04 03:59:07,ID4528,44,0.01233616037008481,0,1.0,0.0,1.0,2,0,complete,1,2939.133333333333,1876.5166666666667,59.13333333333333,179.98333333333332,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
31_CF,Turning & Milling,2012-01-03 07:05:22,2012-01-04 00:10:04,2012-01-04 04:42:52,ID4219,37,0.6491904394757132,5,1.0,0.0,120.00000576000001,1,7,complete,1,1865.3666666666666,1865.3666666666666,425.3666666666667,272.8,"{'Part_Desc_': 'Compound Dies', 'Report_Type': 'S', 'Rework': 'missing', 'Work_Order_Qty': 18.00000005}",deviant
79_CF,Turn & Mill. & Screw Assem,2012-01-02 20:41:09,2012-01-04 00:56:09,2012-01-04 05:07:32,ID4618,29,0,8,1.0,0.0,1.0,1,20,complete,1,1241.15,1241.15,1241.15,251.38333333333333,"{'Part_Desc_': 'Ballnut', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 1.0}",deviant
Case277,Round Grinding,2012-01-03 22:11:52,2012-01-04 03:59:07,2012-01-04 05:29:07,ID4528,44,0.4379336931380108,1,1.0,0.0,31.0,4,3,complete,1,3104.45,531.4166666666666,224.45,134.23333333333332,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 3.0}",regular
Case187,Round Grinding,2012-01-03 13:31:08,2012-01-03 19:01:48,2012-01-04 05:48:48,ID4445,39,0.4379336931380108,0,2.0,0.0,361.0,4,19,complete,1,2581.8,470.6666666666667,1141.8,136.18333333333334,"{'Part_Desc_': 'Cable Head', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 200.0}",deviant
Case255,Turning Q.C.,2012-01-03 10:41:10,2012-01-04 05:07:32,2012-01-04 06:22:32,ID4618,39,0,5,40.0,0.0,59.99999999999999,2,13,complete,1,2269.4666666666667,848.3,829.4666666666667,166.81666666666666,"{'Part_Desc_': 'other', 'Report_Type': 'D', 'Rework': 'missing', 'Work_Order_Qty': 40.0}",regular
