,trace_id,amount,prefix_1,Unnamed: 0_1,event_nr_1,hour_1,lifecycle:transition_1,month_1,org:resource_1,queue_1,relative_timestamp_from_previous_activity_1,relative_timestamp_from_start_1,start:timestamp_1,time:timestamp_1,timesincecasestart_1,timesincelastevent_1,timesincemidnight_1,weekday_1,prefix_2,Unnamed: 0_2,event_nr_2,hour_2,lifecycle:transition_2,month_2,org:resource_2,queue_2,relative_timestamp_from_previous_activity_2,relative_timestamp_from_start_2,start:timestamp_2,time:timestamp_2,timesincecasestart_2,timesincelastevent_2,timesincemidnight_2,weekday_2,prefix_3,Unnamed: 0_3,event_nr_3,hour_3,lifecycle:transition_3,month_3,org:resource_3,queue_3,relative_timestamp_from_previous_activity_3,relative_timestamp_from_start_3,start:timestamp_3,time:timestamp_3,timesincecasestart_3,timesincelastevent_3,timesincemidnight_3,weekday_3,prefix_4,Unnamed: 0_4,event_nr_4,hour_4,lifecycle:transition_4,month_4,org:resource_4,queue_4,relative_timestamp_from_previous_activity_4,relative_timestamp_from_start_4,start:timestamp_4,time:timestamp_4,timesincecasestart_4,timesincelastevent_4,timesincemidnight_4,weekday_4,prefix_5,Unnamed: 0_5,event_nr_5,hour_5,lifecycle:transition_5,month_5,org:resource_5,queue_5,relative_timestamp_from_previous_activity_5,relative_timestamp_from_start_5,start:timestamp_5,time:timestamp_5,timesincecasestart_5,timesincelastevent_5,timesincemidnight_5,weekday_5,prefix_6,Unnamed: 0_6,event_nr_6,hour_6,lifecycle:transition_6,month_6,org:resource_6,queue_6,relative_timestamp_from_previous_activity_6,relative_timestamp_from_start_6,start:timestamp_6,time:timestamp_6,timesincecasestart_6,timesincelastevent_6,timesincemidnight_6,weekday_6,prefix_7,Unnamed: 0_7,event_nr_7,hour_7,lifecycle:transition_7,month_7,org:resource_7,queue_7,relative_timestamp_from_previous_activity_7,relative_timestamp_from_start_7,start:timestamp_7,time:timestamp_7,timesincecasestart_7,timesincelastevent_7,timesincemidnight_7,weekday_7,prefix_8,Unnamed: 0_8,event_nr_8,hour_8,lifecycle:transition_8,month_8,org:resource_8,queue_8,relative_timestamp_from_previous_activity_8,relative_timestamp_from_start_8,start:timestamp_8,time:timestamp_8,timesincecasestart_8,timesincelastevent_8,timesincemidnight_8,weekday_8,prefix_9,Unnamed: 0_9,event_nr_9,hour_9,lifecycle:transition_9,month_9,org:resource_9,queue_9,relative_timestamp_from_previous_activity_9,relative_timestamp_from_start_9,start:timestamp_9,time:timestamp_9,timesincecasestart_9,timesincelastevent_9,timesincemidnight_9,weekday_9,prefix_10,Unnamed: 0_10,event_nr_10,hour_10,lifecycle:transition_10,month_10,org:resource_10,queue_10,relative_timestamp_from_previous_activity_10,relative_timestamp_from_start_10,start:timestamp_10,time:timestamp_10,timesincecasestart_10,timesincelastevent_10,timesincemidnight_10,weekday_10,prefix_11,Unnamed: 0_11,event_nr_11,hour_11,lifecycle:transition_11,month_11,org:resource_11,queue_11,relative_timestamp_from_previous_activity_11,relative_timestamp_from_start_11,start:timestamp_11,time:timestamp_11,timesincecasestart_11,timesincelastevent_11,timesincemidnight_11,weekday_11,prefix_12,Unnamed: 0_12,event_nr_12,hour_12,lifecycle:transition_12,month_12,org:resource_12,queue_12,relative_timestamp_from_previous_activity_12,relative_timestamp_from_start_12,start:timestamp_12,time:timestamp_12,timesincecasestart_12,timesincelastevent_12,timesincemidnight_12,weekday_12,prefix_13,Unnamed: 0_13,event_nr_13,hour_13,lifecycle:transition_13,month_13,org:resource_13,queue_13,relative_timestamp_from_previous_activity_13,relative_timestamp_from_start_13,start:timestamp_13,time:timestamp_13,timesincecasestart_13,timesincelastevent_13,timesincemidnight_13,weekday_13,prefix_14,Unnamed: 0_14,event_nr_14,hour_14,lifecycle:transition_14,month_14,org:resource_14,queue_14,relative_timestamp_from_previous_activity_14,relative_timestamp_from_start_14,start:timestamp_14,time:timestamp_14,timesincecasestart_14,timesincelastevent_14,timesincemidnight_14,weekday_14,prefix_15,Unnamed: 0_15,event_nr_15,hour_15,lifecycle:transition_15,month_15,org:resource_15,queue_15,relative_timestamp_from_previous_activity_15,relative_timestamp_from_start_15,start:timestamp_15,time:timestamp_15,timesincecasestart_15,timesincelastevent_15,timesincemidnight_15,weekday_15,prefix_16,Unnamed: 0_16,event_nr_16,hour_16,lifecycle:transition_16,month_16,org:resource_16,queue_16,relative_timestamp_from_previous_activity_16,relative_timestamp_from_start_16,start:timestamp_16,time:timestamp_16,timesincecasestart_16,timesincelastevent_16,timesincemidnight_16,weekday_16,prefix_17,Unnamed: 0_17,event_nr_17,hour_17,lifecycle:transition_17,month_17,org:resource_17,queue_17,relative_timestamp_from_previous_activity_17,relative_timestamp_from_start_17,start:timestamp_17,time:timestamp_17,timesincecasestart_17,timesincelastevent_17,timesincemidnight_17,weekday_17,prefix_18,Unnamed: 0_18,event_nr_18,hour_18,lifecycle:transition_18,month_18,org:resource_18,queue_18,relative_timestamp_from_previous_activity_18,relative_timestamp_from_start_18,start:timestamp_18,time:timestamp_18,timesincecasestart_18,timesincelastevent_18,timesincemidnight_18,weekday_18,prefix_19,Unnamed: 0_19,event_nr_19,hour_19,lifecycle:transition_19,month_19,org:resource_19,queue_19,relative_timestamp_from_previous_activity_19,relative_timestamp_from_start_19,start:timestamp_19,time:timestamp_19,timesincecasestart_19,timesincelastevent_19,timesincemidnight_19,weekday_19,prefix_20,Unnamed: 0_20,event_nr_20,hour_20,lifecycle:transition_20,month_20,org:resource_20,queue_20,relative_timestamp_from_previous_activity_20,relative_timestamp_from_start_20,start:timestamp_20,time:timestamp_20,timesincecasestart_20,timesincelastevent_20,timesincemidnight_20,weekday_20,label
78,GEN78,23028.71875,A_SUBMITTED,,,,,,E,,,125563.6328125,,1665553653.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,125563.6328125,,1665560925.0,,,,,W_Assess_fraud,,,,,,A,,,125563.6328125,,1665707153.0,,,,,A_PREACCEPTED,,,,,,E,,,125563.6328125,,1665736416.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,125563.6328125,,1665857732.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,125563.6328125,,1665994421.0000002,,,,,W_Complete_preaccepted_appl,,,,,,A,,,125563.6328125,,1666126557.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,125563.6328125,,1666239824.0,,,,,A_FINALIZED,,,,,,E,,,125563.6328125,,1666247874.0,,,,,O_SELECTED,,,,,,C,,,125563.6328125,,1666255602.0,,,,,O_CREATED,,,,,,C,,,125563.6328125,,1666264468.0,,,,,O_SENT,,,,,,C,,,125563.6328125,,1666274337.0,,,,,W_Call_after_offer,,,,,,A,,,125563.6328125,,1666327786.0,,,,,W_Call_after_offer,,,,,,A,,,125563.6328125,,1666399532.0,,,,,W_Call_after_offer,,,,,,A,,,125563.6328125,,1666454144.0,,,,,W_Assess_application,,,,,,A,,,125563.6328125,,1666521395.0,,,,,W_Assess_application,,,,,,A,,,125563.6328125,,1666619293.0,,,,,W_Assess_application,,,,,,A,,,125563.6328125,,1666721245.0,,,,,W_Assess_application,,,,,,A,,,125563.6328125,,1666813733.0,,,,,W_Assess_application,,,,,,A,,,125563.6328125,,1666889797.0,,,,,deviant
79,GEN79,20230.126953125,A_SUBMITTED,,,,,,E,,,141098.171875,,1666481378.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,141098.171875,,1666491003.0,,,,,W_Assess_fraud,,,,,,A,,,141098.171875,,1666749283.0,,,,,A_PREACCEPTED,,,,,,E,,,141098.171875,,1666769853.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141098.171875,,1667083359.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141098.171875,,1667413614.9999998,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141098.171875,,1667753073.0,,,,,A_ACCEPTED,,,,,,E,,,141098.171875,,1667759918.0,,,,,A_FINALIZED,,,,,,E,,,141098.171875,,1667759918.0,,,,,O_SELECTED,,,,,,C,,,141098.171875,,1667761570.0,,,,,O_CREATED,,,,,,C,,,141098.171875,,1667767579.0,,,,,O_SENT,,,,,,C,,,141098.171875,,1667777833.0,,,,,W_Call_after_offer,,,,,,A,,,141098.171875,,1667996902.0,,,,,W_Call_after_offer,,,,,,A,,,141098.171875,,1668129484.0,,,,,W_Call_after_offer,,,,,,C,,,141098.171875,,1668235350.0,,,,,W_Assess_application,,,,,,C,,,141098.171875,,1668405025.0,,,,,W_Assess_application,,,,,,A,,,141098.171875,,1668635567.0,,,,,W_Assess_application,,,,,,A,,,141098.171875,,1668923793.0,,,,,W_Call_missing_information,,,,,,A,,,141098.171875,,1669255700.0,,,,,W_Call_missing_information,,,,,,A,,,141098.171875,,1669593901.0000002,,,,,deviant
80,GEN80,30182.888671875004,A_SUBMITTED,,,,,,E,,,95551.453125,,1663744348.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,95551.453125,,1663752684.0,,,,,W_Assess_fraud,,,,,,A,,,95551.453125,,1663911342.0,,,,,A_PREACCEPTED,,,,,,E,,,95551.453125,,1663921072.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1664048901.9999998,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1664204757.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1664400635.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1664617868.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1664846162.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1665082905.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,95551.453125,,1665314655.0,,,,,A_ACCEPTED,,,,,,A,,,95551.453125,,1665376761.0,,,,,A_FINALIZED,,,,,,E,,,95551.453125,,1665379261.0,,,,,A_FINALIZED,,,,,,E,,,95551.453125,,1665382432.0,,,,,O_SELECTED,,,,,,C,,,95551.453125,,1665386010.0,,,,,O_CREATED,,,,,,C,,,95551.453125,,1665390111.0,,,,,O_SENT,,,,,,C,,,95551.453125,,1665478235.0,,,,,W_Call_after_offer,,,,,,A,,,95551.453125,,1665773504.9999998,,,,,W_Call_after_offer,,,,,,A,,,95551.453125,,1666038223.0,,,,,W_Call_after_offer,,,,,,A,,,95551.453125,,1666259264.0,,,,,deviant
81,GEN81,12764.4658203125,A_SUBMITTED,,,,,,E,,,119427.1796875,,1665180889.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,119427.1796875,,1665188057.0,,,,,W_Assess_fraud,,,,,,A,,,119427.1796875,,1665442254.0,,,,,A_PREACCEPTED,,,,,,E,,,119427.1796875,,1665475140.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,119427.1796875,,1665756091.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,119427.1796875,,1666066582.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,119427.1796875,,1666376061.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,119427.1796875,,1666715568.0,,,,,A_ACCEPTED,,,,,,E,,,119427.1796875,,1666727208.9999998,,,,,A_FINALIZED,,,,,,E,,,119427.1796875,,1666732091.0,,,,,O_SELECTED,,,,,,C,,,119427.1796875,,1666738395.0,,,,,O_CREATED,,,,,,C,,,119427.1796875,,1666747714.0,,,,,O_SENT,,,,,,C,,,119427.1796875,,1666760571.0,,,,,O_SELECTED,,,,,,C,,,119427.1796875,,1666915964.0,,,,,O_CREATED,,,,,,C,,,119427.1796875,,1667034201.0,,,,,O_SENT,,,,,,C,,,119427.1796875,,1667140605.0,,,,,W_Call_after_offer,,,,,,A,,,119427.1796875,,1667315214.0,,,,,O_SENT_BACK,,,,,,C,,,119427.1796875,,1667435394.0,,,,,W_Assess_application,,,,,,A,,,119427.1796875,,1667645640.0,,,,,W_Assess_application,,,,,,A,,,119427.1796875,,1667878868.0,,,,,deviant
82,GEN82,17956.169921875,A_SUBMITTED,,,,,,E,,,141122.1875,,1666478592.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,141122.1875,,1666486917.0,,,,,W_Fix_incomplete_submission,,,,,,A,,,141122.1875,,1666662716.0,,,,,A_PREACCEPTED,,,,,,E,,,141122.1875,,1666704280.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1666924071.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1667163934.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1667406664.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1667646670.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1667893206.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1668166593.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,141122.1875,,1668411104.0,,,,,A_ACCEPTED,,,,,,D,,,141122.1875,,1668411104.0,,,,,A_FINALIZED,,,,,,D,,,141122.1875,,1668418038.0,,,,,O_SELECTED,,,,,,C,,,141122.1875,,1668424972.0,,,,,O_CREATED,,,,,,C,,,141122.1875,,1668437920.0,,,,,O_SENT,,,,,,C,,,141122.1875,,1668447293.0,,,,,W_Call_after_offer,,,,,,A,,,141122.1875,,1668473169.0,,,,,O_CREATED,,,,,,C,,,141122.1875,,1668516078.0,,,,,O_SENT,,,,,,C,,,141122.1875,,1668598034.0,,,,,W_Call_after_offer,,,,,,A,,,141122.1875,,1668736089.0,,,,,deviant
83,GEN83,19649.001953125,A_SUBMITTED,,,,,,D,,,96290.4765625,,1663788689.0,,,,,A_PARTLYSUBMITTED,,,,,,D,,,96290.4765625,,1663788689.0,,,,,W_Assess_fraud,,,,,,A,,,96290.4765625,,1663914358.0,,,,,A_PREACCEPTED,,,,,,D,,,96290.4765625,,1663914358.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,96290.4765625,,1664000136.0,,,,,A_ACCEPTED,,,,,,E,,,96290.4765625,,1664000136.0,,,,,A_FINALIZED,,,,,,C,,,96290.4765625,,1664003393.0,,,,,O_SELECTED,,,,,,C,,,96290.4765625,,1664014005.0,,,,,O_CREATED,,,,,,C,,,96290.4765625,,1664031319.0,,,,,O_SENT,,,,,,C,,,96290.4765625,,1664046421.0000002,,,,,O_SELECTED,,,,,,C,,,96290.4765625,,1664050345.0,,,,,O_CREATED,,,,,,C,,,96290.4765625,,1664061025.0,,,,,O_SENT,,,,,,C,,,96290.4765625,,1664080820.0,,,,,O_SELECTED,,,,,,C,,,96290.4765625,,1664141404.0000002,,,,,O_CREATED,,,,,,C,,,96290.4765625,,1664203545.0,,,,,O_SENT,,,,,,C,,,96290.4765625,,1664254665.0,,,,,W_Call_after_offer,,,,,,A,,,96290.4765625,,1664306699.0,,,,,W_Call_after_offer,,,,,,A,,,96290.4765625,,1664324791.0,,,,,W_Call_after_offer,,,,,,A,,,96290.4765625,,1664337601.0,,,,,W_Call_after_offer,,,,,,A,,,96290.4765625,,1664357888.0,,,,,deviant
84,GEN84,12047.6865234375,A_SUBMITTED,,,,,,E,,,104633.0234375,,1664289242.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,104633.0234375,,1664290522.0,,,,,W_Assess_fraud,,,,,,A,,,104633.0234375,,1664434711.0,,,,,A_PREACCEPTED,,,,,,E,,,104633.0234375,,1664434711.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104633.0234375,,1664565070.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104633.0234375,,1664669774.0000002,,,,,A_ACCEPTED,,,,,,E,,,104633.0234375,,1664687204.0,,,,,A_FINALIZED,,,,,,E,,,104633.0234375,,1664689900.0,,,,,O_SELECTED,,,,,,C,,,104633.0234375,,1664696585.0,,,,,O_CREATED,,,,,,C,,,104633.0234375,,1664705804.0,,,,,O_SENT,,,,,,C,,,104633.0234375,,1664715931.0,,,,,O_SELECTED,,,,,,C,,,104633.0234375,,1664764124.0,,,,,O_CREATED,,,,,,C,,,104633.0234375,,1664778704.9999998,,,,,O_SENT,,,,,,C,,,104633.0234375,,1664778705.0,,,,,O_SELECTED,,,,,,C,,,104633.0234375,,1664802024.0,,,,,O_CREATED,,,,,,C,,,104633.0234375,,1664821929.9999998,,,,,O_SENT,,,,,,C,,,104633.0234375,,1664876510.9999998,,,,,W_Call_after_offer,,,,,,A,,,104633.0234375,,1665059932.0,,,,,O_SENT_BACK,,,,,,C,,,104633.0234375,,1665092205.0,,,,,W_Assess_application,,,,,,A,,,104633.0234375,,1665133198.0,,,,,deviant
85,GEN85,14693.14453125,A_SUBMITTED,,,,,,E,,,129292.96875,,1665771546.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,129292.96875,,1665771692.0,,,,,W_Assess_fraud,,,,,,A,,,129292.96875,,1665936430.0,,,,,A_PREACCEPTED,,,,,,E,,,129292.96875,,1665945390.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,129292.96875,,1666147544.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,129292.96875,,1666362000.0,,,,,A_ACCEPTED,,,,,,E,,,129292.96875,,1666368422.0,,,,,A_FINALIZED,,,,,,E,,,129292.96875,,1666375191.0,,,,,O_SELECTED,,,,,,C,,,129292.96875,,1666383574.0,,,,,O_CREATED,,,,,,C,,,129292.96875,,1666392735.0,,,,,O_SENT,,,,,,C,,,129292.96875,,1666405274.0,,,,,O_SENT_BACK,,,,,,C,,,129292.96875,,1666521210.0,,,,,W_Assess_application,,,,,,C,,,129292.96875,,1666699911.0,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1666984705.0,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1667306100.9999998,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1667679617.0000002,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1668034600.0,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1668365525.0,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1668695411.0,,,,,W_Call_missing_information,,,,,,A,,,129292.96875,,1669022734.0,,,,,deviant
86,GEN86,19651.8671875,A_SUBMITTED,,,,,,E,,,112182.59375,,1664744189.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,112182.59375,,1664746498.0,,,,,W_Assess_fraud,,,,,,A,,,112182.59375,,1664927938.0,,,,,A_PREACCEPTED,,,,,,D,,,112182.59375,,1664928598.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,112182.59375,,1665077383.0,,,,,A_ACCEPTED,,,,,,D,,,112182.59375,,1665077383.0,,,,,A_FINALIZED,,,,,,D,,,112182.59375,,1665081578.0,,,,,O_SELECTED,,,,,,C,,,112182.59375,,1665089245.0,,,,,O_CREATED,,,,,,C,,,112182.59375,,1665096338.0,,,,,O_SENT,,,,,,C,,,112182.59375,,1665104078.0,,,,,W_Call_after_offer,,,,,,A,,,112182.59375,,1665293638.0,,,,,W_Call_after_offer,,,,,,A,,,112182.59375,,1665401132.0,,,,,O_SENT_BACK,,,,,,A,,,112182.59375,,1665476270.0,,,,,W_Assess_application,,,,,,A,,,112182.59375,,1665568960.0,,,,,W_Assess_application,,,,,,A,,,112182.59375,,1665668636.0,,,,,W_Assess_application,,,,,,A,,,112182.59375,,1665793671.0,,,,,O_ACCEPTED,,,,,,C,,,112182.59375,,1665838640.0,,,,,A_APPROVED,,,,,,D,,,112182.59375,,1665850442.0,,,,,A_REGISTERED,,,,,,D,,,112182.59375,,1665857109.0,,,,,A_ACTIVATED,,,,,,D,,,112182.59375,,1665863812.0,,,,,deviant
87,GEN87,18302.390625,A_SUBMITTED,,,,,,E,,,122736.3203125,,1665375440.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,122736.3203125,,1665383577.0,,,,,W_Assess_fraud,,,,,,A,,,122736.3203125,,1665499904.0,,,,,A_PREACCEPTED,,,,,,E,,,122736.3203125,,1665507261.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1665665994.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1665839636.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1666021545.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1666211153.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1666419827.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,122736.3203125,,1666652826.0,,,,,A_ACCEPTED,,,,,,E,,,122736.3203125,,1666687591.0,,,,,A_FINALIZED,,,,,,D,,,122736.3203125,,1666697221.0,,,,,O_SELECTED,,,,,,C,,,122736.3203125,,1666704969.0,,,,,O_CREATED,,,,,,C,,,122736.3203125,,1666716359.0,,,,,O_SENT,,,,,,C,,,122736.3203125,,1666727830.0,,,,,W_Call_after_offer,,,,,,A,,,122736.3203125,,1666801478.0000002,,,,,O_SENT_BACK,,,,,,A,,,122736.3203125,,1666984700.0,,,,,W_Assess_application,,,,,,A,,,122736.3203125,,1667235711.0,,,,,W_Assess_application,,,,,,A,,,122736.3203125,,1667483375.0,,,,,W_Call_missing_information,,,,,,A,,,122736.3203125,,1667677994.0,,,,,deviant
88,GEN88,23052.29296875,A_SUBMITTED,,,,,,E,,,137523.453125,,1666264263.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,137523.453125,,1666272411.0,,,,,W_Assess_fraud,,,,,,A,,,137523.453125,,1666430732.0,,,,,A_PREACCEPTED,,,,,,E,,,137523.453125,,1666455588.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,137523.453125,,1666642365.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,137523.453125,,1666838272.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,137523.453125,,1667059207.0,,,,,A_ACCEPTED,,,,,,D,,,137523.453125,,1667078195.0,,,,,A_FINALIZED,,,,,,E,,,137523.453125,,1667085533.0,,,,,O_SELECTED,,,,,,C,,,137523.453125,,1667090236.0,,,,,O_CREATED,,,,,,C,,,137523.453125,,1667094237.0,,,,,O_SENT,,,,,,C,,,137523.453125,,1667099707.0,,,,,W_Call_after_offer,,,,,,A,,,137523.453125,,1667197530.0,,,,,O_SENT_BACK,,,,,,A,,,137523.453125,,1667318626.0000002,,,,,W_Assess_application,,,,,,A,,,137523.453125,,1667483200.0,,,,,W_Assess_application,,,,,,A,,,137523.453125,,1667664222.0,,,,,O_SELECTED,,,,,,C,,,137523.453125,,1667795875.9999998,,,,,O_CREATED,,,,,,C,,,137523.453125,,1667869245.0,,,,,O_SENT,,,,,,C,,,137523.453125,,1667889930.0,,,,,O_SELECTED,,,,,,C,,,137523.453125,,1667912540.0,,,,,deviant
89,GEN89,20091.873046875,A_SUBMITTED,,,,,,E,,,104994.390625,,1664314270.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,104994.390625,,1664318222.0,,,,,W_Assess_fraud,,,,,,A,,,104994.390625,,1664473753.0,,,,,A_PREACCEPTED,,,,,,E,,,104994.390625,,1664522436.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104994.390625,,1664673053.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104994.390625,,1664876240.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104994.390625,,1665085675.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,104994.390625,,1665248504.0,,,,,A_ACCEPTED,,,,,,E,,,104994.390625,,1665257920.9999998,,,,,A_FINALIZED,,,,,,E,,,104994.390625,,1665265429.0,,,,,O_SELECTED,,,,,,C,,,104994.390625,,1665273327.0,,,,,O_CREATED,,,,,,C,,,104994.390625,,1665282214.0000002,,,,,O_SENT,,,,,,C,,,104994.390625,,1665295222.0,,,,,W_Call_after_offer,,,,,,A,,,104994.390625,,1665421892.0,,,,,O_SENT_BACK,,,,,,C,,,104994.390625,,1665498068.0,,,,,W_Assess_application,,,,,,A,,,104994.390625,,1665561956.0,,,,,O_SELECTED,,,,,,C,,,104994.390625,,1665596185.0,,,,,O_SELECTED,,,,,,C,,,104994.390625,,1665636156.9999998,,,,,O_CREATED,,,,,,C,,,104994.390625,,1665743662.0,,,,,O_SENT,,,,,,C,,,104994.390625,,1665892779.0,,,,,deviant
90,GEN90,24675.958984375,A_SUBMITTED,,,,,,E,,,105937.6015625,,1664375039.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,105937.6015625,,1664380620.0,,,,,W_Assess_fraud,,,,,,A,,,105937.6015625,,1664554850.0,,,,,A_PREACCEPTED,,,,,,D,,,105937.6015625,,1664569029.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,105937.6015625,,1664756080.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,105937.6015625,,1664943554.0,,,,,A_ACCEPTED,,,,,,E,,,105937.6015625,,1664943554.0,,,,,A_FINALIZED,,,,,,E,,,105937.6015625,,1664945246.0,,,,,O_SELECTED,,,,,,C,,,105937.6015625,,1664949544.0,,,,,O_CREATED,,,,,,C,,,105937.6015625,,1664955880.0,,,,,O_SENT,,,,,,C,,,105937.6015625,,1664995499.0,,,,,W_Call_after_offer,,,,,,A,,,105937.6015625,,1665140532.9999998,,,,,W_Call_after_offer,,,,,,A,,,105937.6015625,,1665226093.0,,,,,W_Assess_application,,,,,,C,,,105937.6015625,,1665283699.0,,,,,W_Assess_application,,,,,,A,,,105937.6015625,,1665361936.0000002,,,,,W_Assess_application,,,,,,A,,,105937.6015625,,1665454144.0,,,,,W_Assess_application,,,,,,A,,,105937.6015625,,1665551214.0,,,,,W_Assess_application,,,,,,A,,,105937.6015625,,1665642520.0,,,,,W_Assess_application,,,,,,A,,,105937.6015625,,1665729331.0,,,,,W_Call_missing_information,,,,,,A,,,105937.6015625,,1665859883.0,,,,,deviant
91,GEN91,26311.357421875,A_SUBMITTED,,,,,,E,,,100922.8671875,,1664066633.0,,,,,A_PARTLYSUBMITTED,,,,,,E,,,100922.8671875,,1664072416.0,,,,,W_Assess_fraud,,,,,,A,,,100922.8671875,,1664166811.0,,,,,A_PREACCEPTED,,,,,,E,,,100922.8671875,,1664176994.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664212217.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664237699.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664272981.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664306516.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664331983.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664350096.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664375434.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664408823.0,,,,,W_Complete_preaccepted_appl,,,,,,A,,,100922.8671875,,1664451792.0,,,,,A_ACCEPTED,,,,,,E,,,100922.8671875,,1664461008.0000002,,,,,A_FINALIZED,,,,,,E,,,100922.8671875,,1664467866.0,,,,,O_SELECTED,,,,,,C,,,100922.8671875,,1664473862.0,,,,,O_CREATED,,,,,,C,,,100922.8671875,,1664479112.0,,,,,O_SENT,,,,,,C,,,100922.8671875,,1664485562.0,,,,,W_Call_after_offer,,,,,,A,,,100922.8671875,,1664529570.0,,,,,W_Call_after_offer,,,,,,A,,,100922.8671875,,1664571878.0,,,,,deviant
