AMOUNT_REQ,prefix_1,lifecycle:transition_1,org:resource_1,start:timestamp_1,time:timestamp_1,prefix_2,lifecycle:transition_2,org:resource_2,start:timestamp_2,time:timestamp_2,prefix_3,lifecycle:transition_3,org:resource_3,start:timestamp_3,time:timestamp_3,label,trace_id
9999.999890910001,W_Afhandelen leads,complete,NOT_SET,1320064326.8684347,1320064465.406632,W_Completeren aanvraag,complete,NOT_SET,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,NOT_SET,1320305697.3788,1320324260.204,true,11
9999.999890910001,W_Afhandelen leads,complete,11009.0,1320059872.6521823,1320059951.2989407,W_Afhandelen leads,complete,11009.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,11180.0,1320305697.3788,1320324260.204,true,12
9999.999890910001,W_Afhandelen leads,complete,10939.0,1320084649.8225417,1320084888.1693559,W_Completeren aanvraag,complete,NOT_SET,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,11119.0,1320305697.3788,1320324260.204,true,13
9999.999890910001,W_Afhandelen leads,complete,10939.0,1320091418.698759,1320091614.1713834,W_Completeren aanvraag,complete,10939.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,10939.0,1320305697.3788,1320324260.204,true,14
9999.999890910001,W_Completeren aanvraag,complete,11189.0,1320159915.8342988,1320160550.359921,W_Completeren aanvraag,complete,NOT_SET,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,10909.0,1320305697.3788,1320324260.204,true,15
8999.999912020001,W_Afhandelen leads,complete,10228.0,1320064124.6434357,1320064190.7630854,W_Completeren aanvraag,complete,11180.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,11119.0,1320305697.3788,1320324260.204,true,16
7999.9999331300005,W_Afhandelen leads,complete,10913.0,1319905645.1511326,1319905730.9161541,W_Completeren aanvraag,complete,11181.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,10789.0,1320305697.3788,1320324260.204,true,17
7999.9999331300005,W_Afhandelen leads,complete,11169.0,1320228865.2112916,1320228919.092233,W_Completeren aanvraag,complete,11189.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,10861.0,1320305697.3788,1320324260.204,true,18
6900.00005625,W_Completeren aanvraag,complete,NOT_SET,1320097294.4145641,1320097455.8106577,W_Completeren aanvraag,complete,11181.0,1320241025.2656,1320241063.8636,W_Completeren aanvraag,complete,10909.0,1320305697.3788,1320324260.204,true,19
5999.999975350001,W_Afhandelen leads,complete,10932.0,1326540966.5020978,1326547542.1889334,W_Afhandelen leads,complete,10939.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,10913.0,1325978104.0544,1326033547.35,true,20
7499.999444190001,W_Afhandelen leads,complete,10932.0,1326711360.1539402,1326711397.8731015,W_Afhandelen leads,complete,10929.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11003.0,1327396205.7233,1326033547.35,true,21
5999.999975350001,W_Afhandelen leads,complete,10932.0,1326555631.6325698,1326555735.019223,W_Completeren aanvraag,complete,10913.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11003.0,1325978104.0544,1326033547.35,true,22
6999.99995424,W_Afhandelen leads,complete,10932.0,1326540170.7677922,1326540275.3260765,W_Completeren aanvraag,complete,10861.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11121.0,1325978104.0544,1326033547.35,true,23
5999.999975350001,W_Afhandelen leads,complete,10932.0,1326715982.2327404,1326716058.5187926,W_Completeren aanvraag,complete,10913.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11121.0,1327396205.7233,1326033547.35,true,24
6499.9994653,W_Afhandelen leads,complete,10932.0,1326711005.4702506,1326711122.4395924,W_Completeren aanvraag,complete,10913.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,10932.0,1327396205.7233,1326033547.35,true,25
7499.999444190001,W_Afhandelen leads,complete,11003.0,1326475463.771099,1326475503.8185892,W_Afhandelen leads,complete,11003.0,1325784087.7148,1325784193.6427999,W_Completeren aanvraag,complete,10929.0,1325978104.0544,1326033547.35,true,26
7499.999444190001,W_Afhandelen leads,complete,11169.0,1326450286.2321057,1326450430.0213816,W_Completeren aanvraag,complete,11189.0,1325784087.7148,1325784193.6427999,W_Completeren aanvraag,complete,10913.0,1325978104.0544,1326033547.35,true,27
4999.999996460001,W_Afhandelen leads,complete,10929.0,1326712560.07493,1326712673.1355147,W_Completeren aanvraag,complete,11121.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,10913.0,1327396205.7233,1326033547.35,true,28
9999.999890910001,W_Afhandelen leads,complete,11169.0,1326462023.5764277,1326462139.3686848,W_Afhandelen leads,complete,11169.0,1325784087.7148,1325784193.6427999,W_Completeren aanvraag,complete,11122.0,1325978104.0544,1326033547.35,true,29
20000.0006788,W_Completeren aanvraag,complete,11121.0,1327583496.4070883,1327583915.8006542,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,30
20000.0006788,W_Completeren aanvraag,complete,NOT_SET,1327337215.586233,1327337871.7843456,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,31
20000.0006788,W_Completeren aanvraag,complete,11119.0,1327956093.2028077,1327956315.9925077,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,32
20000.0006788,W_Completeren aanvraag,complete,11179.0,1328263416.350535,1328263574.974535,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,33
19761.99930322,W_Completeren aanvraag,complete,10932.0,1326818217.7655613,1326818846.0385623,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,34
18000.000721020002,W_Completeren aanvraag,complete,11009.0,1327933042.3177254,1327933708.720806,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,35
14999.999785360002,W_Afhandelen leads,complete,11121.0,1327425669.5380402,1327425784.1830435,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,36
13999.999806470003,W_Afhandelen leads,complete,11121.0,1327491403.7218695,1327491480.0780387,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,37
24999.99957426,W_Completeren aanvraag,complete,11122.0,1328214575.8535297,1328215331.3208342,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,38
20000.0006788,W_Afhandelen leads,complete,11122.0,1328305342.3587914,1328305418.222321,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,39
9999.999890910001,W_Completeren aanvraag,complete,11122.0,1328036456.4431183,1328036631.1924622,W_Completeren aanvraag,complete,11179.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11179.0,1327396205.7233,1327460869.1365001,true,40
7999.9999331300005,W_Afhandelen leads,complete,11000.0,1328092700.7975712,1328093980.346187,W_Completeren aanvraag,complete,11179.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11179.0,1328814307.3922,1327460869.1365001,true,41
7999.9999331300005,W_Afhandelen leads,complete,11169.0,1328092700.7975712,1328015760.521135,W_Completeren aanvraag,complete,11179.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11179.0,1327396205.7233,1327460869.1365001,true,42
100.0,W_Completeren aanvraag,complete,NOT_SET,1328092700.7975712,1328132695.6067324,W_Completeren aanvraag,complete,11179.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11179.0,1328814307.3922,1328888190.923,true,43
9999.999890910001,W_Completeren aanvraag,complete,11169.0,1328179412.665273,1328179514.168511,W_Completeren aanvraag,complete,11003.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11119.0,1328814307.3922,1328888190.923,true,44
8999.999912020001,W_Completeren aanvraag,complete,11179.0,1328273015.191825,1328273364.8451996,W_Completeren aanvraag,complete,11203.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11203.0,1328814307.3922,1328888190.923,true,45
12500.00033763,W_Afhandelen leads,complete,11000.0,1328091393.4445508,1328091523.3002284,W_Completeren aanvraag,complete,11179.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,11000.0,1327396205.7233,1327460869.1365001,true,46
11999.99984869,W_Completeren aanvraag,complete,11009.0,1327941609.2322307,1327941802.6741524,W_Completeren aanvraag,complete,11201.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,10912.0,1327396205.7233,1327460869.1365001,true,47
6499.9994653,W_Completeren aanvraag,complete,11122.0,1328036265.0139852,1328036391.8338964,W_Completeren aanvraag,complete,11122.0,1328555618.9394,1328555758.5324,W_Completeren aanvraag,0,11122.0,1328814307.3922,1327460869.1365001,true,48
11999.99984869,W_Completeren aanvraag,complete,11179.0,1328274461.4428751,1328275396.6281397,W_Completeren aanvraag,complete,NOT_SET,1328555618.9394,1328555758.5324,W_Completeren aanvraag,complete,10931.0,1328814307.3922,1328888190.923,true,49
30000.001466690002,W_Afhandelen leads,complete,10228.0,1326540306.5060563,1326540473.079963,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,50
30000.001466690002,W_Afhandelen leads,complete,10909.0,1326973738.2690296,1326973895.2234228,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,51
30000.001466690002,W_Afhandelen leads,complete,11122.0,1327005819.1059353,1327005991.7851481,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,52
30000.001466690002,W_Afhandelen leads,complete,10910.0,1325510764.685941,1325510875.7645342,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,53
30000.001466690002,W_Afhandelen leads,complete,10932.0,1327144916.727655,1327145234.3517683,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,54
30000.001466690002,W_Afhandelen leads,complete,10910.0,1327317845.959741,1327319050.9334307,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,55
32999.999405380004,W_Afhandelen leads,complete,10910.0,1326318649.870242,1326318762.7978823,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,56
27000.00053103,W_Afhandelen leads,complete,11169.0,1326795652.5627844,1326795730.9527857,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,57
27999.99851194,W_Afhandelen leads,complete,10912.0,1327156830.6238806,1327157002.55126,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,58
24999.99957426,W_Afhandelen leads,complete,11180.0,1326396101.7815156,1326396678.0924819,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,59
3000.00003868,W_Afhandelen leads,complete,10909.0,1330181547.1916633,1330181616.9100206,W_Completeren aanvraag,complete,10909.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,60
4999.999996460001,W_Afhandelen leads,complete,10909.0,1329759434.367383,1329759448.9639401,W_Completeren aanvraag,complete,10909.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,61
4499.99950752,W_Afhandelen leads,complete,10909.0,1330168664.9589355,1330168940.6489077,W_Afhandelen leads,complete,10909.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,62
2499.99954974,W_Afhandelen leads,complete,11302.0,1330097910.0392118,1329998154.7574673,W_Completeren aanvraag,complete,11121.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,63
3500.0005276200004,W_Afhandelen leads,complete,11009.0,1330344739.342714,1330344832.9880767,W_Completeren aanvraag,complete,11119.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,64
2000.0000597900003,W_Afhandelen leads,complete,11302.0,1330097910.0392118,1330098097.4914675,W_Completeren aanvraag,complete,11121.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,65
2000.0000597900003,W_Afhandelen leads,complete,11201.0,1329993422.3834536,1329993546.7759268,W_Completeren aanvraag,complete,11121.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,66
2499.99954974,W_Afhandelen leads,complete,11203.0,1329826533.3066413,1329826640.6524804,W_Completeren aanvraag,complete,11122.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,67
1499.99957085,W_Afhandelen leads,complete,11201.0,1329944153.4748945,1329944190.197058,W_Completeren aanvraag,complete,11203.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,68
1499.99957085,W_Afhandelen leads,complete,11003.0,1329944153.4748945,1329944190.197058,W_Completeren aanvraag,complete,11121.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,69
20000.0006788,W_Afhandelen leads,complete,11122.0,1326400453.1737287,1326400527.3152683,W_Completeren aanvraag,complete,10910.0,1325784087.7148,1325784193.6427999,W_Nabellen offertes,complete,11119.0,1327396205.7233,1327460869.1365001,true,70
20000.0006788,W_Afhandelen leads,complete,10910.0,1326797980.125126,1326798054.6267822,W_Completeren aanvraag,complete,10910.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10910.0,1327396205.7233,1327460869.1365001,true,71
20000.0006788,W_Afhandelen leads,complete,10929.0,1326708409.5911467,1326708476.197672,W_Completeren aanvraag,complete,10929.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10929.0,1327396205.7233,1326033547.35,true,72
20000.0006788,W_Afhandelen leads,complete,10910.0,1326725377.1374917,1326725561.1065142,W_Completeren aanvraag,complete,10929.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10929.0,1327396205.7233,1326033547.35,true,73
18000.000721020002,W_Completeren aanvraag,complete,11122.0,1326403768.6894498,1326403924.5479803,W_Completeren aanvraag,complete,11122.0,1325784087.7148,1325784193.6427999,W_Nabellen offertes,complete,11122.0,1325978104.0544,1326033547.35,true,74
14999.999785360002,W_Completeren aanvraag,complete,11189.0,1326450205.3947687,1326450565.1049287,W_Completeren aanvraag,complete,11189.0,1325784087.7148,1325784193.6427999,W_Nabellen offertes,complete,11119.0,1327396205.7233,1327460869.1365001,true,75
17500.00023208,W_Completeren aanvraag,complete,11189.0,1326806602.0722153,1326806776.468467,W_Completeren aanvraag,complete,10910.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,11000.0,1327396205.7233,1327460869.1365001,true,76
14999.999785360002,W_Afhandelen leads,complete,10939.0,1326314945.1767235,1326315029.699548,W_Completeren aanvraag,complete,10939.0,1325784087.7148,1325784193.6427999,W_Nabellen offertes,complete,11189.0,1327396205.7233,1327460869.1365001,true,77
15999.99976425,W_Afhandelen leads,complete,11009.0,1326709364.6303017,1326709563.0540855,W_Completeren aanvraag,complete,10932.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10889.0,1327396205.7233,1327460869.1365001,true,78
15999.99976425,W_Afhandelen leads,complete,10929.0,1326717525.77824,1326717595.9170167,W_Completeren aanvraag,complete,10889.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10889.0,1327396205.7233,1327460869.1365001,true,79
20999.9996587,W_Completeren aanvraag,complete,10910.0,1327320864.0625246,1327320949.2127485,W_Completeren aanvraag,complete,11019.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10982.0,1327396205.7233,1327460869.1365001,true,80
14999.999785360002,W_Completeren aanvraag,complete,10932.0,1327317656.1104908,1327317831.363357,W_Completeren aanvraag,complete,11201.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10982.0,1327396205.7233,1327460869.1365001,true,81
14999.999785360002,W_Completeren aanvraag,complete,11169.0,1327404110.4572957,1327404339.0774908,W_Completeren aanvraag,complete,10982.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10982.0,1327396205.7233,1327460869.1365001,true,82
20000.0006788,W_Afhandelen leads,complete,10910.0,1327324909.3524444,1327324973.4121766,W_Completeren aanvraag,complete,11019.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11019.0,1327396205.7233,1327460869.1365001,true,83
20000.0006788,W_Completeren aanvraag,complete,11122.0,1327008588.508834,1327008637.1054459,W_Completeren aanvraag,complete,11000.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10914.0,1327396205.7233,1327460869.1365001,true,84
24999.99957426,W_Completeren aanvraag,complete,10913.0,1327150271.7404194,1327150951.3086653,W_Nabellen offertes,complete,11181.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,10982.0,1327396205.7233,1327460869.1365001,true,85
24999.99957426,W_Completeren aanvraag,complete,10932.0,1327167601.869868,1327167906.6636963,W_Completeren aanvraag,complete,10910.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,10982.0,1327396205.7233,1327460869.1365001,true,86
15500.000274300002,W_Afhandelen leads,complete,10910.0,1327326919.0950282,1327326989.527532,W_Completeren aanvraag,complete,10932.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,11169.0,1327396205.7233,1327460869.1365001,true,87
14999.999785360002,W_Completeren aanvraag,complete,10910.0,1327316104.6655772,1327316414.1710575,W_Nabellen offertes,complete,11003.0,1327169853.3271,1327169976.0876,W_Nabellen offertes,complete,11181.0,1327396205.7233,1327460869.1365001,true,88
14999.999785360002,W_Completeren aanvraag,complete,10910.0,1327322811.7947083,1327322886.858519,W_Completeren aanvraag,complete,11009.0,1327169853.3271,1327169976.0876,W_Completeren aanvraag,complete,11009.0,1327396205.7233,1327460869.1365001,true,89
4999.999996460001,W_Completeren aanvraag,complete,11000.0,1327761101.0390196,1327761650.7268012,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,90
4999.999996460001,W_Completeren aanvraag,complete,11000.0,1328099993.404938,1328100969.4056482,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,91
4999.999996460001,W_Completeren aanvraag,complete,11203.0,1327753168.9740877,1327753731.7500963,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,92
4999.999996460001,W_Afhandelen leads,complete,11000.0,1327582564.144577,1327582708.0800142,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,93
4999.999996460001,W_Afhandelen leads,complete,11000.0,1327575795.0050461,1327576067.5255713,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,94
4999.999996460001,W_Completeren aanvraag,complete,10228.0,1328024103.8661008,1328026255.0381382,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,95
5250.0002409300005,W_Completeren aanvraag,complete,11119.0,1327948233.2858574,1327948833.3382926,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,96
4999.999996460001,W_Completeren aanvraag,complete,NOT_SET,1327432696.0668113,1327432819.455297,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,97
4999.999996460001,W_Afhandelen leads,complete,11000.0,1328092488.9616187,1328092647.94317,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,98
4999.999996460001,W_Afhandelen leads,complete,11000.0,1328095145.2712398,1328095612.6715431,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,99
5999.999975350001,W_Afhandelen leads,complete,11122.0,1326479507.481136,1326479606.487602,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,100
5500.000485400001,W_Afhandelen leads,complete,11122.0,1326396861.4418306,1326397071.3620281,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,101
4999.999996460001,W_Afhandelen leads,complete,11122.0,1326465828.7241616,1326466030.1961505,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,102
3500.0005276200004,W_Afhandelen leads,complete,11122.0,1326399604.1183784,1326399652.4320621,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,103
5999.999975350001,W_Afhandelen leads,complete,11003.0,1326473613.3333647,1326473694.1467052,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,104
5999.999975350001,W_Afhandelen leads,complete,10910.0,1326383585.2916572,1326383697.4325767,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,105
5999.999975350001,W_Afhandelen leads,complete,11009.0,1326708222.770005,1326708324.7882383,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,106
6499.9994653,W_Afhandelen leads,complete,10932.0,1326539792.5175173,1326539883.7681148,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,107
5999.999975350001,W_Afhandelen leads,complete,10929.0,1326725505.7662835,1326725641.1560235,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,108
6499.9994653,W_Afhandelen leads,complete,10861.0,1326562194.334081,1326562329.3608735,0,0,0,1317469494.041,1317469498.974,0,0,0,1317469494.041,1317469616.631,true,109
4999.999996460001,W_Completeren aanvraag,complete,11122.0,1319747002.2726161,1319747453.0238647,W_Nabellen offertes,complete,11122.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,11122.0,1320305697.3788,1320324260.204,true,110
7999.9999331300005,W_Completeren aanvraag,complete,11122.0,1319750229.709871,1319750612.8729165,W_Nabellen offertes,complete,11122.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,NOT_SET,1320305697.3788,1320324260.204,true,111
9999.999890910001,W_Completeren aanvraag,complete,NOT_SET,1319744895.8938675,1319745912.597452,W_Nabellen offertes,complete,NOT_SET,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,11122.0,1320305697.3788,1320324260.204,true,112
100.0,W_Completeren aanvraag,complete,11122.0,1319747002.2726161,1319747453.0238647,W_Nabellen offertes,complete,10789.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,10939.0,1318887595.7099,1318896938.4175,true,113
4999.999996460001,W_Completeren aanvraag,complete,10909.0,1319828142.4202957,1319828321.7240446,W_Nabellen offertes,complete,10909.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,11049.0,1320305697.3788,1320324260.204,true,114
4999.999996460001,W_Completeren aanvraag,complete,10939.0,1319292285.406908,1319292800.5129275,W_Nabellen offertes,complete,11169.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,11049.0,1320305697.3788,1320324260.204,true,115
5500.000485400001,W_Completeren aanvraag,complete,11121.0,1319552596.377005,1319553403.6654024,W_Nabellen offertes,complete,11121.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,10909.0,1318887595.7099,1320324260.204,true,116
4999.999996460001,W_Completeren aanvraag,complete,NOT_SET,1319295946.258679,1319296355.0797899,W_Nabellen offertes,complete,11181.0,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,11181.0,1320305697.3788,1320324260.204,true,117
5999.999975350001,W_Completeren aanvraag,complete,NOT_SET,1319892567.1445942,1319893161.2999468,W_Nabellen offertes,complete,NOT_SET,1320241025.2656,1320241063.8636,W_Nabellen offertes,complete,NOT_SET,1320305697.3788,1320324260.204,true,118
4999.999996460001,W_Completeren aanvraag,complete,NOT_SET,1319454402.3160539,1319455359.6057012,W_Nabellen offertes,complete,NOT_SET,1318855259.6532998,1318855281.4187999,W_Nabellen offertes,complete,NOT_SET,1318887595.7099,1318896938.4175,true,119
14999.999785360002,W_Completeren aanvraag,complete,10932.0,1329827828.0205991,1329828575.9283643,W_Nabellen offertes,complete,11300.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,120
14999.999785360002,W_Completeren aanvraag,complete,11122.0,1330112535.145986,1330113011.0573695,W_Nabellen offertes,complete,11119.0,1331327150.164,1331327323.422,0,0,0,1317469494.041,1317469616.631,true,121
14999.999785360002,W_Completeren aanvraag,complete,10931.0,1329935449.900527,1329936742.0378616,W_Nabellen offertes,complete,10931.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,122
9999.999890910001,W_Completeren aanvraag,complete,11302.0,1330013579.0548956,1330014001.4004622,W_Nabellen offertes,complete,11203.0,1331327150.164,1331327323.422,0,0,0,1317469494.041,1317469616.631,true,123
14999.999785360002,W_Completeren aanvraag,complete,11300.0,1329759055.3271668,1329759207.2354877,W_Completeren aanvraag,complete,10913.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,124
14999.999785360002,W_Completeren aanvraag,complete,11181.0,1330539663.176571,1330542026.7913265,W_Completeren aanvraag,complete,11181.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,125
9999.999890910001,W_Completeren aanvraag,complete,10779.0,1329650733.559157,1329650815.0651228,W_Nabellen offertes,complete,10779.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,126
13999.999806470003,W_Completeren aanvraag,complete,11169.0,1330464182.4324095,1330464468.4280095,W_Completeren aanvraag,complete,10889.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,127
13499.999317530002,W_Completeren aanvraag,complete,11179.0,1329995719.269737,1329995864.9201875,W_Completeren aanvraag,complete,11302.0,1329941384.5517,1329941540.9772,0,0,0,1317469494.041,1317469616.631,true,128
